snv,qtd_2007,qtd_2008,qtd_2009,qtd_2010,qtd_2011,qtd_2012
267BMS1010,12,21,19,41,38,16
267BMS1030,2,9,1,2,8,3
267BMS1050,5,6,13,14,11,15
267BMS1090,11,8,14,13,10,21
267BMS1110,3,3,1,2,3,3
267BMS1115,5,5,8,2,5,3
267BMS1120,1,1,NULL,1,NULL,1
267BMS1122,NULL,1,1,3,4,3
267BMS1130,6,8,1,7,5,5
267BMS1140,NULL,NULL,NULL,1,NULL,NULL
272BPR0450,NULL,NULL,5,7,9,4
272BPR0452,NULL,NULL,21,23,29,35
272BPR0455,NULL,NULL,8,25,20,25
272BPR0458,NULL,NULL,NULL,1,NULL,NULL
272BPR0460,NULL,NULL,5,6,2,6
272BPR0470,NULL,NULL,22,35,40,34
272BPR0490,NULL,NULL,4,3,9,10
272BPR0500,NULL,NULL,4,15,11,20
272BPR0550,NULL,NULL,4,4,12,9
272BPR0560,NULL,1,27,39,40,38
272BPR0565,NULL,NULL,25,67,42,30
277BPR0025,25,25,26,38,33,33
277BPR0030,26,25,27,29,46,32
277BPR0033,357,445,530,450,493,480
277BPR0051,NULL,NULL,NULL,NULL,1,NULL
277BPR0053,NULL,NULL,150,296,333,305
277BPR0055,NULL,NULL,188,323,377,325
277BPR0058,NULL,NULL,15,30,39,42
277BPR0060,NULL,NULL,29,109,125,122
277BPR0065,NULL,NULL,33,71,89,85
277BPR0070,NULL,NULL,39,90,95,74
277BPR0075,NULL,NULL,12,17,13,16
277BPR0080,NULL,NULL,5,12,8,6
277BPR0085,NULL,NULL,18,32,28,24
277BPR0090,NULL,NULL,29,30,42,39
277BPR0097,NULL,NULL,3,4,1,2
277BPR0110,1,NULL,81,129,131,163
277BPR0130,NULL,NULL,5,12,14,7
277BPR0135,NULL,1,NULL,6,3,5
277BPR0140,1,NULL,14,40,39,42
277BPR0150,NULL,NULL,9,7,4,10
277BPR0160,13,18,22,47,33,35
277BPR0170,43,63,45,63,61,75
277BPR0190,60,73,77,97,109,62
277BPR0205,33,51,53,39,65,51
277BPR0210,13,18,21,35,19,20
277BPR0215,27,34,22,32,42,51
277BPR0220,33,47,37,52,55,55
277BPR0230,53,57,44,56,51,42
277BPR0235,19,26,27,24,19,20
277BPR0240,42,58,44,54,62,57
277BPR0250,55,69,68,74,79,63
277BPR0270,90,105,95,136,117,103
277BPR0280,29,21,29,33,27,27
277BPR0285,23,31,31,33,39,36
277BPR0290,56,40,37,41,52,35
277BPR0295,55,59,64,73,64,73
277BPR0300,142,201,191,190,194,157
277BPR0305,162,203,216,246,215,226
277BPR0310,59,62,70,80,80,68
277BPR0315,18,23,25,44,37,29
277BPR0320,90,91,67,118,75,77
277BPR0325,17,16,23,38,21,23
277BPR0330,8,10,7,17,5,7
277BPR0335,56,70,81,62,79,62
277BPR0340,74,74,76,74,92,79
277BPR0345,23,25,28,24,38,27
277BPR0350,68,78,89,83,95,135
277BPR0355,76,59,58,57,88,91
277BPR0360,23,31,13,28,25,28
277BPR0365,104,88,112,100,100,69
277BPR0370,28,32,26,26,19,26
277BPR0375,90,83,83,67,85,77
277BPR0380,313,298,291,349,352,331
277BPR0385,103,117,100,117,128,130
277BPR0387,22,9,14,10,8,4
277BPR9050,138,283,337,301,355,340
277BPR9510,53,100,91,128,98,124
277BPR9520,22,22,36,44,32,18
277BPR9530,29,24,36,45,54,47
277BPR9540,8,13,17,11,28,13
280BPR0330,NULL,NULL,20,52,39,38
280BPR0350,NULL,NULL,9,19,19,8
280BSC0005,26,21,20,27,33,18
280BSC0010,124,121,120,143,131,102
280BSC0015,16,30,43,52,43,39
280BSC0020,96,71,102,85,127,115
280BSC0030,20,17,32,28,36,30
280BSC0040,87,93,119,136,135,92
280BSC0050,89,151,184,198,203,158
280BSC0055,108,85,94,112,89,82
280BSC0060,153,NULL,NULL,NULL,1,NULL
280BSC0065,154,142,163,204,185,151
280BSC0070,60,72,69,57,59,64
280BSC0085,54,53,35,44,24,33
280BSC0090,137,153,114,122,112,116
280BSC0092,16,14,33,63,44,54
280BSC0095,119,105,107,104,103,113
280BSC0110,45,34,50,61,59,56
280BSC0115,6,4,10,6,20,15
280BSC0117,NULL,NULL,NULL,NULL,4,6
282BSC0010,577,646,631,699,718,715
282BSC0030,180,212,229,223,221,204
282BSC0035,25,16,29,31,25,24
282BSC0040,27,26,43,47,56,34
282BSC0050,76,84,114,162,70,99
282BSC0070,157,142,153,222,162,173
282BSC0090,37,31,19,23,30,25
282BSC0095,16,16,22,25,31,20
282BSC0110,13,12,13,22,20,19
282BSC0130,16,27,34,29,36,27
282BSC0140,7,10,3,8,8,11
282BSC0150,59,40,50,68,70,52
282BSC0175,64,47,52,63,74,66
282BSC0180,82,55,54,32,59,42
282BSC0190,46,44,56,65,63,63
282BSC0191,78,100,126,108,114,133
282BSC0210,32,51,59,60,50,78
282BSC0220,6,8,7,5,11,9
282BSC0225,3,34,31,41,50,45
282BSC0228,6,14,10,22,13,18
282BSC0230,34,37,47,46,41,50
282BSC0245,8,16,12,19,17,18
282BSC0250,107,111,111,126,141,124
282BSC0270,78,68,74,89,90,79
282BSC0290,17,24,13,24,21,19
282BSC0295,77,83,74,68,85,110
282BSC0310,83,68,62,104,103,84
282BSC0330,162,182,188,230,209,204
282BSC0340,18,12,17,20,24,28
282BSC0350,175,214,218,219,229,204
282BSC0370,132,128,140,169,168,146
282BSC0375,17,19,18,21,32,18
282BSC0377,62,63,62,80,73,42
282BSC0380,57,26,25,42,51,51
282BSC0385,92,67,37,66,51,46
282BSC0390,NULL,NULL,NULL,NULL,NULL,1
282BSC0395,NULL,NULL,NULL,NULL,8,10
285BRS0075,NULL,NULL,NULL,NULL,NULL,2
285BRS0077,4,4,5,9,4,5
285BRS0090,26,29,35,41,40,36
285BRS0110,137,124,114,150,146,164
285BRS0120,56,52,54,60,56,60
285BRS0130,32,31,43,47,43,26
285BRS0150,28,24,24,27,31,30
285BRS0160,9,6,12,20,15,5
285BRS0170,17,19,16,18,18,21
285BRS0175,5,3,3,6,5,6
285BRS0180,8,9,13,23,11,9
285BRS0183,39,45,36,65,44,59
285BRS0185,22,21,34,38,50,52
285BRS0190,51,45,56,77,56,88
285BRS0210,46,42,55,70,59,46
285BRS0230,25,26,35,28,31,34
285BRS0250,29,34,28,48,33,39
285BRS0260,11,13,15,10,9,7
285BRS0270,NULL,7,5,3,5,7
285BRS0290,11,20,13,30,31,23
285BRS0310,20,27,23,28,27,29
285BRS0315,41,40,41,51,59,47
285BRS0320,21,35,30,30,41,37
285BRS0325,16,32,27,39,37,37
285BRS0330,42,53,91,92,84,53
285BRS0350,33,18,32,53,39,45
285BRS0355,2,7,6,25,18,14
285BRS0360,1,2,3,5,2,3
285BRS0362,15,14,11,24,15,22
285BRS0365,1,12,10,14,19,20
285BRS0370,36,21,40,41,39,29
285BRS0390,28,19,13,20,29,19
285BRS0391,NULL,NULL,NULL,6,NULL,3
285BRS0392,3,2,1,3,6,4
285BRS9010,NULL,2,1,NULL,NULL,NULL
287BRS0210,NULL,NULL,1,53,192,174
287BRS0250,127,143,145,184,158,159
287BRS0270,36,23,28,18,23,13
287BRS0290,23,14,8,15,11,5
287BRS0310,4,11,11,36,30,26
287BRS0330,24,35,40,43,66,40
287BRS0350,22,16,16,29,47,21
287BRS0370,19,19,18,32,25,27
287BRS0390,3,1,NULL,1,1,1
287BRS0410,6,7,12,12,3,6
287BRS0430,14,14,6,20,9,15
287BRS9010,NULL,NULL,NULL,NULL,NULL,1
290BRS0015,170,135,152,199,157,150
290BRS0030,185,172,206,212,205,197
290BRS0040,175,139,165,144,128,152
290BRS0050,82,111,93,136,121,162
290BRS0070,135,131,130,198,176,175
290BRS0110,29,39,31,32,35,39
290BRS0120,22,22,13,33,30,44
290BRS0150,65,56,84,85,110,103
290BRS0170,17,14,17,11,20,23
290BRS0175,22,32,22,31,36,38
290BRS0180,31,38,42,51,47,54
290BRS0190,37,35,41,55,49,44
290BRS0230,10,11,11,28,9,12
290BRS0250,22,20,28,34,25,26
290BRS0260,29,39,26,44,31,25
290BRS0270,11,14,8,4,6,3
290BRS0290,39,36,62,48,23,37
290BRS0330,8,18,25,30,20,18
290BRS0340,5,11,5,19,10,10
290BRS0350,26,26,35,52,37,24
290BRS0370,1,4,5,4,8,2
290BRS0380,3,3,3,12,13,11
290BRS0390,13,16,13,35,20,18
290BRS0410,21,22,37,28,16,21
290BRS0420,13,8,12,9,7,15
290BRS0430,17,14,14,39,27,33
290BRS9000,4,6,4,12,5,11
293BRS0010,35,63,46,61,75,75
293BRS0030,17,17,27,23,24,34
293BRS0035,28,23,24,27,38,33
293BRS0050,10,7,9,6,13,6
293BRS0070,13,21,26,16,35,31
293BRS0085,1,1,NULL,1,NULL,1
293BRS0090,24,32,36,46,45,57
293BRS0110,15,13,23,12,16,17
293BRS0130,21,15,33,29,34,26
293BRS0150,16,13,17,31,25,19
293BRS0190,16,8,10,5,14,11
293BRS0200,7,9,8,12,17,16
304BCE0010,6,NULL,13,9,15,16
304BCE0030,5,7,5,14,12,13
304BCE0040,10,9,7,19,20,21
304BCE0050,26,22,19,38,22,31
304BCE0055,7,10,9,14,11,9
304BRN0070,28,18,23,20,31,24
304BRN0080,153,119,150,153,186,192
304BRN0090,49,44,66,57,54,81
304BRN0110,22,14,27,34,21,45
304BRN0120,10,6,10,5,13,15
304BRN0130,26,30,53,59,38,36
304BRN0150,20,21,27,42,33,38
304BRN0170,11,9,9,6,4,6
304BRN0190,18,18,33,17,16,14
304BRN0210,5,9,12,11,8,9
304BRN0220,4,5,6,9,12,7
304BRN0230,23,19,9,12,11,10
304BRN0270,20,25,22,22,30,25
304BRN0275,11,3,8,12,9,10
304BRN0280,4,6,9,17,7,15
304BRN0290,3,6,8,9,2,9
304BRN0300,5,9,6,4,8,8
304BRN0310,2,4,5,9,10,10
304BRN0330,27,26,25,20,23,30
304BRN0370,56,63,67,77,75,80
308BPA0200,2,20,38,47,61,52
308BPA0220,NULL,1,1,5,NULL,3
308BPA0225,NULL,5,1,12,9,8
308BPA0230,NULL,NULL,1,2,2,1
308BPA0240,NULL,NULL,NULL,2,NULL,1
308BPA0250,NULL,NULL,NULL,1,NULL,NULL
316BAL0830,6,3,1,1,1,NULL
316BAL0850,6,5,6,4,4,NULL
316BAL0870,5,12,8,17,10,11
316BAL0890,1,9,13,15,9,11
316BAL0910,23,21,22,24,27,26
316BAL0911,4,10,12,13,16,15
316BAL0930,4,11,7,13,14,8
316BAL0940,13,11,13,21,27,18
316BAL0950,10,13,7,10,16,19
316BAL0970,14,17,12,12,16,18
316BAL0990,7,10,16,20,27,22
316BAL1010,3,2,5,2,4,3
316BAL1015,1,1,NULL,2,3,5
316BAL1020,3,4,3,8,4,7
316BAL1030,7,7,6,10,8,7
316BAL1040,10,9,13,8,9,7
316BAL1050,32,35,38,54,46,52
316BAL1070,15,13,13,20,21,24
316BAL1090,18,27,12,10,29,26
316BAL1110,7,8,7,5,11,10
316BAL1130,19,21,16,29,44,32
316BAL1131,176,203,240,257,261,188
316BAL1150,256,309,373,483,496,510
316BAL9030,3,3,7,3,1,NULL
316BMA0240,10,9,8,7,10,11
316BMA0250,3,4,2,7,4,4
316BMA0260,7,4,7,11,10,14
316BMA0265,8,13,9,12,33,24
316BMA0270,16,12,8,25,20,19
316BMA0280,19,14,16,14,10,24
316BMA0282,43,32,31,35,48,45
316BMA0300,22,26,15,16,17,19
316BMA0302,11,17,14,15,9,8
316BMA0310,8,8,8,6,9,10
316BMA0312,36,41,25,44,47,50
316BMA0320,12,15,6,10,15,10
316BMA0330,13,7,8,8,10,14
316BMA0350,38,32,33,35,40,30
316BMA0360,70,78,52,66,63,88
316BMA0370,27,28,35,39,20,34
316BMA0375,48,64,79,55,76,64
316BPA0190,15,29,12,18,23,19
316BPA0200,3,8,4,8,7,9
316BPA0210,2,4,4,5,7,5
316BPA0220,3,13,10,13,9,12
316BPA0230,1,5,5,6,13,11
316BPE0570,7,7,4,8,8,10
316BPE0590,4,3,4,3,3,5
316BPE0610,22,23,19,24,34,36
316BPE0620,5,9,10,18,23,12
316BPE0630,10,11,15,19,19,18
316BPE0650,21,18,25,32,33,33
316BPE0660,1,NULL,2,3,2,2
316BPE0670,NULL,2,4,7,5,4
316BPE0680,1,NULL,1,NULL,NULL,NULL
316BPE0710,6,12,7,15,19,8
316BPE0720,1,2,5,1,1,3
316BPE0725,6,8,20,20,14,12
316BPE0730,4,7,7,8,18,6
316BPE0750,19,23,33,32,34,43
316BPI0410,123,107,105,119,162,131
316BPI0415,110,154,118,149,221,198
316BPI0420,27,35,38,61,70,69
316BPI0425,11,22,32,22,31,29
316BPI0430,6,8,6,6,4,9
316BPI0435,14,24,19,18,37,34
316BPI0440,11,20,20,21,17,16
316BPI0445,7,9,10,14,15,13
316BPI0450,8,16,9,18,13,14
316BPI0455,3,5,7,7,12,11
316BPI0460,4,3,5,4,NULL,5
316BPI0465,13,13,12,7,15,14
316BPI0470,10,16,20,28,25,11
316BPI0550,28,38,43,45,31,51
317BAC0170,7,1,3,3,NULL,5
317BAC0180,4,3,3,1,10,5
317BAC0190,4,7,2,2,3,7
317BAC0210,NULL,1,NULL,2,NULL,4
317BAC0230,7,6,10,8,5,8
317BAC0250,7,1,3,7,3,1
317BAC0270,6,6,6,6,4,5
317BAC0310,NULL,3,1,3,1,NULL
317BAC0330,2,NULL,1,1,NULL,1
317BAC0350,NULL,1,1,1,NULL,1
317BAC0370,2,2,4,4,5,2
317BAC0390,5,6,4,5,1,3
317BAC0410,1,1,3,7,2,3
317BAC0460,3,2,3,1,NULL,2
317BAC0470,6,1,2,3,4,1
317BAC0490,1,2,2,2,2,1
317BAC0510,1,1,2,4,1,1
317BAC0530,6,1,3,6,6,1
317BAC0550,NULL,1,NULL,NULL,1,NULL
317BAC0570,NULL,4,2,2,NULL,NULL
317BAC0610,1,2,3,2,2,1
317BAM0125,NULL,NULL,NULL,NULL,2,NULL
317BAM0150,NULL,NULL,NULL,1,1,NULL
317BAM0155,NULL,1,NULL,NULL,NULL,NULL
319BAM0140,NULL,NULL,NULL,1,1,NULL
319BAM0210,NULL,1,3,NULL,NULL,1
319BAM0215,NULL,1,NULL,1,1,NULL
319BAM0220,NULL,1,1,NULL,NULL,1
319BAM0235,NULL,1,1,NULL,1,1
319BAM0240,1,NULL,1,NULL,NULL,2
319BAM0250,NULL,NULL,NULL,NULL,1,NULL
319BAM0260,NULL,NULL,NULL,1,NULL,NULL
319BAM0265,NULL,1,NULL,NULL,3,1
319BAM0275,NULL,1,NULL,NULL,NULL,NULL
319BAM0280,NULL,NULL,1,NULL,1,2
319BAM0290,1,NULL,NULL,NULL,1,1
319BRO0225,464,585,704,800,887,694
324BBA0232,NULL,NULL,NULL,NULL,NULL,2
324BBA0252,19,19,24,24,42,38
324BBA0270,15,16,16,15,18,19
324BBA0290,24,29,30,29,29,30
324BBA0310,21,18,21,35,26,45
324BBA0312,14,10,10,19,18,31
324BBA0340,180,161,199,236,343,274
324BBA0350,213,262,302,358,392,344
324BBA0370,29,40,39,45,47,42
324BBA0372,46,52,69,61,76,67
324BBA0390,166,182,205,237,231,188
324BBA0410,59,40,69,52,74,47
324BBA0430,94,95,112,115,143,103
324BBA0450,200,227,197,210,239,192
324BBA0470,105,140,138,141,146,164
324BBA0472,37,31,27,28,27,29
324BBA0490,76,85,88,75,71,125
324BBA0492,150,159,154,224,188,181
324BBA0496,122,147,150,170,170,147
324BBA0498,306,352,310,476,541,453
324BBA9000,NULL,87,68,117,128,156
330BBA0270,10,22,29,40,36,41
330BBA0272,9,8,26,36,26,17
330BBA0290,2,9,10,7,9,10
330BBA0310,4,1,4,5,1,4
330BBA0312,3,3,3,4,10,12
330BBA0330,NULL,1,4,8,1,9
343BPI0010,14,1,9,10,14,14
343BPI0020,24,16,15,31,30,44
343BPI0025,53,40,60,69,87,96
343BPI0030,17,27,16,20,19,34
343BPI0035,16,17,14,11,11,22
343BPI0050,2,5,10,10,7,6
343BPI0070,18,13,13,20,14,15
343BPI0075,2,NULL,1,NULL,3,2
343BPI0090,23,19,17,16,20,12
343BPI0100,NULL,2,NULL,NULL,1,NULL
343BPI0110,2,1,1,1,2,1
343BPI0112,10,6,10,7,12,10
343BPI0115,6,10,11,11,9,9
343BPI0121,1,NULL,1,NULL,3,4
343BPI0122,8,8,7,12,13,16
343BPI0123,2,NULL,NULL,3,NULL,1
343BPI0130,27,34,20,27,23,23
343BPI0132,NULL,NULL,3,3,2,2
343BPI0133,44,44,32,40,49,44
343BPI0135,14,15,15,25,26,25
343BPI0150,56,65,64,59,68,81
343BPI0230,4,6,5,6,4,3
343BPI0250,1,4,2,8,6,5
343BPI0255,3,5,5,6,7,5
343BPI0257,NULL,2,NULL,3,1,1
343BPI0260,5,5,2,6,12,13
343BPI0270,4,10,4,2,9,6
343BPI0290,17,23,16,35,29,33
343BPI0310,13,14,17,28,14,17
343BPI0313,1,NULL,NULL,NULL,NULL,NULL
343BPI0314,1,NULL,NULL,NULL,NULL,NULL
343BPI0316,1,NULL,NULL,NULL,NULL,NULL
343BPI0320,59,55,83,91,95,74
349BBA0310,NULL,NULL,NULL,NULL,NULL,1
349BBA0450,NULL,NULL,NULL,NULL,NULL,1
349BBA0470,NULL,NULL,NULL,NULL,NULL,1
354BMG0510,70,67,77,63,80,65
354BMG0530,30,24,17,21,26,19
354BMG0550,47,50,52,67,68,47
354BMG0570,18,14,16,11,17,22
354BMG0590,20,16,23,18,12,26
354BRJ0610,19,25,30,29,20,49
356BMG0200,NULL,1,NULL,NULL,NULL,NULL
356BMG0210,95,117,150,142,156,159
356BRJ0230,1,1,4,1,6,5
356BRJ0250,13,10,4,8,10,6
356BRJ0270,32,29,24,32,29,21
356BRJ0290,15,20,19,19,29,28
356BRJ0300,NULL,2,1,1,NULL,NULL
356BRJ0305,1,NULL,NULL,NULL,NULL,NULL
356BRJ0310,41,31,30,46,34,36
356BRJ0330,20,32,30,37,42,28
356BRJ0350,21,23,31,34,34,26
356BRJ0370,8,13,10,17,27,26
356BRJ0385,1,3,1,NULL,1,4
356BRJ0390,41,66,50,64,71,49
356BRJ0410,NULL,3,2,3,7,4
356BRJ0430,47,56,53,81,83,71
356BRJ0450,31,34,33,22,41,43
359BMS0040,NULL,NULL,NULL,NULL,NULL,1
359BMS0045,NULL,NULL,NULL,NULL,3,2
359BMS0050,NULL,NULL,NULL,1,7,5
359BMS0054,NULL,NULL,NULL,NULL,6,3
359BMS0058,NULL,NULL,NULL,5,15,7
359BMS0105,NULL,NULL,NULL,NULL,1,NULL
359BMS0110,NULL,NULL,NULL,5,5,5
361BPB0010,33,38,53,41,45,38
361BPB0015,6,2,3,8,4,2
361BPB0020,8,7,7,8,12,4
361BPB0030,NULL,1,1,1,3,NULL
361BPB0035,1,3,3,3,6,2
361BPB0040,1,7,11,9,9,10
364BAC1550,7,6,4,10,6,4
364BAC1570,6,6,6,4,10,6
364BAC1590,15,14,18,23,29,25
364BAC1592,79,104,93,119,157,126
364BAC1594,97,100,125,156,185,187
364BAC1610,27,21,28,26,29,32
364BAC1620,7,17,12,19,15,17
364BAC1630,17,28,15,29,24,20
364BAC1670,4,4,5,3,10,5
364BAC1690,NULL,NULL,NULL,NULL,NULL,5
364BAC1710,NULL,NULL,NULL,NULL,NULL,1
364BAC1730,NULL,NULL,NULL,NULL,NULL,1
364BAC1810,NULL,NULL,NULL,NULL,NULL,1
364BAC9010,2,1,1,3,2,2
364BGO0390,10,21,20,15,21,11
364BGO0392,7,10,24,17,16,11
364BGO0395,5,9,11,14,21,10
364BGO0410,28,18,18,22,41,18
364BGO0430,5,6,3,7,6,4
364BGO0440,21,29,23,26,17,20
364BGO0450,16,19,21,23,21,17
364BGO0470,14,21,18,17,15,12
364BGO0475,18,12,12,10,8,5
364BGO0480,12,17,12,25,18,16
364BGO0510,37,37,34,35,27,31
364BGO0530,17,23,26,22,18,8
364BGO0535,51,42,39,33,49,58
364BGO0540,3,15,9,8,6,8
364BGO0545,6,15,11,9,21,11
364BGO0550,18,17,15,15,14,15
364BGO0570,24,24,33,21,28,29
364BGO0580,12,23,21,22,19,23
364BMG0250,61,93,73,89,96,101
364BMG0270,23,12,12,11,22,20
364BMG0370,NULL,NULL,NULL,NULL,NULL,1
364BMT0590,13,13,15,14,24,30
364BMT0600,26,19,39,19,24,40
364BMT0605,36,50,34,46,46,56
364BMT0610,22,17,28,42,51,67
364BMT0615,7,9,7,12,3,13
364BMT0620,24,23,39,43,47,42
364BMT0625,2,4,8,5,12,12
364BMT0630,49,67,77,81,90,109
364BMT0635,1,NULL,2,3,2,4
364BMT0640,5,5,12,10,13,16
364BMT0645,49,69,70,71,94,87
364BMT0892,13,11,15,21,37,37
364BMT0912,4,6,5,9,7,7
364BMT0930,1,3,NULL,5,4,10
364BMT0940,NULL,3,NULL,1,1,2
364BMT0950,NULL,NULL,NULL,1,2,NULL
364BMT0960,NULL,NULL,NULL,NULL,1,4
364BMT0975,NULL,NULL,NULL,NULL,NULL,1
364BMT0980,NULL,NULL,NULL,NULL,NULL,1
364BMT0982,NULL,NULL,NULL,NULL,NULL,1
364BMT0990,NULL,NULL,NULL,2,NULL,2
364BMT0995,NULL,1,NULL,1,1,NULL
364BMT0998,NULL,NULL,NULL,3,1,2
364BMT1000,1,1,NULL,8,8,3
364BRO1050,48,47,70,52,46,39
364BRO1060,27,35,31,26,43,50
364BRO1070,31,36,45,60,60,63
364BRO1090,8,12,11,19,15,24
364BRO1110,40,53,68,73,62,64
364BRO1120,48,45,41,43,54,55
364BRO1130,23,23,33,43,49,62
364BRO1140,103,147,136,139,150,168
364BRO1145,14,29,31,21,28,31
364BRO1148,22,23,36,45,41,26
364BRO1149,5,4,NULL,2,3,7
364BRO1154,23,33,33,42,45,37
364BRO1160,237,267,380,359,407,443
364BRO1210,44,47,63,69,78,49
364BRO1215,28,29,29,32,45,47
364BRO1220,10,13,18,14,16,10
364BRO1230,52,67,73,88,72,105
364BRO1240,51,44,97,73,72,94
364BRO1245,45,44,40,72,78,90
364BRO1290,56,44,74,86,109,92
364BRO1300,75,77,84,90,99,93
364BRO1310,6,3,2,8,6,8
364BRO1320,27,20,35,46,44,58
364BRO1330,13,12,22,22,36,37
364BRO1370,37,50,49,50,86,69
364BRO1375,34,30,39,45,46,46
364BRO1380,1,3,20,19,20,21
364BRO1385,26,27,63,93,105,94
364BRO1388,29,30,186,222,238,256
364BRO1390,8,12,135,153,216,122
364BRO1410,17,27,75,73,91,80
364BRO1420,41,57,24,18,27,28
364BRO1425,174,190,31,39,19,12
364BRO1428,21,28,18,16,29,22
364BRO1430,54,54,63,108,156,119
364BRO1450,28,21,57,80,84,76
364BRO1470,11,11,19,19,14,11
364BRO1475,2,4,5,11,4,3
364BRO1480,1,2,3,NULL,1,1
364BRO1485,NULL,1,NULL,1,NULL,NULL
364BRO1490,7,10,11,10,6,4
364BRO1510,6,7,8,6,8,7
364BRO1530,9,5,11,7,7,12
364BRO9000,6,8,10,15,14,13
364BRO9010,12,31,15,14,17,12
364BRO9020,28,20,23,21,21,17
365BMG0030,32,34,44,51,39,39
365BMG0040,10,14,13,15,12,12
365BMG0045,22,34,34,36,35,34
365BMG0050,33,39,55,37,27,27
365BMG0063,17,24,18,30,30,18
365BMG0070,24,38,35,44,73,36
365BMG0090,21,14,14,27,12,8
365BMG0110,31,39,68,79,37,17
365BMG0125,6,3,3,7,4,4
365BMG0130,22,21,32,29,38,27
365BMG0150,22,13,9,9,19,22
365BMG0157,57,71,64,92,77,69
365BMG0190,24,25,31,32,24,37
365BMG0205,25,25,27,17,30,24
365BMG0210,18,27,16,18,28,24
365BMG0230,73,64,99,109,92,88
365BMG0240,9,8,5,5,7,1
365BMG0243,12,16,19,22,23,22
365BMG0250,8,17,25,25,24,19
365BMG0255,25,48,51,61,63,75
365BMG0310,268,285,392,487,476,487
365BMG0330,28,41,56,57,64,89
365BMG0350,24,31,28,42,46,54
365BMG0370,15,16,22,13,17,6
365BMG0410,NULL,NULL,NULL,NULL,1,NULL
367BBA0010,NULL,1,2,1,NULL,2
367BBA0030,154,168,194,249,278,242
369BPR0473,NULL,NULL,6,19,21,25
369BPR0480,NULL,NULL,15,31,35,26
369BPR0490,NULL,NULL,21,30,36,40
369BPR0495,NULL,NULL,24,27,27,19
369BPR0500,NULL,NULL,13,31,15,15
369BPR0505,NULL,NULL,19,15,25,16
369BPR0520,NULL,NULL,11,25,17,18
369BPR0530,NULL,NULL,11,15,14,20
369BPR0540,NULL,NULL,30,55,47,60
369BPR0543,NULL,NULL,3,4,5,2
369BPR0550,NULL,NULL,27,43,46,45
369BPR0565,NULL,NULL,6,7,5,10
369BPR0575,NULL,NULL,23,52,44,41
369BPR0580,NULL,NULL,21,26,38,34
369BPR0590,NULL,NULL,23,43,49,52
369BPR0615,NULL,NULL,109,197,222,209
369BPR0620,NULL,NULL,263,477,493,445
369BPR0630,NULL,NULL,42,89,92,85
369BPR0650,NULL,NULL,78,168,180,175
369BPR0660,NULL,NULL,27,62,79,76
369BPR0665,NULL,NULL,29,72,77,74
369BPR0670,NULL,NULL,34,33,65,45
369BPR0675,NULL,NULL,50,100,104,98
369BPR0680,NULL,NULL,13,28,36,34
369BPR0685,NULL,NULL,55,115,106,116
369BPR0690,NULL,NULL,29,64,69,64
369BPR0695,NULL,NULL,12,27,10,13
369BPR0700,NULL,NULL,NULL,NULL,NULL,1
369BPR0710,NULL,NULL,NULL,1,NULL,NULL
369BPR0715,NULL,NULL,NULL,3,2,NULL
369BPR0720,NULL,NULL,1,5,4,2
369BPR0725,NULL,NULL,3,6,7,7
369BPR0730,NULL,NULL,5,10,18,12
369BPR0735,NULL,NULL,6,10,15,13
369BPR0790,NULL,NULL,10,18,20,13
369BPR0795,NULL,NULL,12,33,19,35
369BPR0800,NULL,NULL,10,18,20,14
369BPR0805,NULL,NULL,4,8,10,18
369BPR0810,NULL,NULL,21,39,39,41
369BPR0830,NULL,NULL,10,15,23,14
369BPR0850,NULL,NULL,12,12,23,19
369BPR0870,NULL,NULL,34,68,61,78
369BPR9010,NULL,NULL,3,4,NULL,4
373BPR0320,107,100,133,155,147,140
373BPR0330,8,18,15,33,34,23
373BPR0350,19,23,25,24,23,16
373BPR0370,14,9,9,14,9,12
373BPR0375,21,21,19,28,33,30
373BPR0380,19,24,29,34,28,23
373BPR0390,31,24,24,39,44,29
373BPR0450,NULL,NULL,2,4,4,7
373BPR0455,NULL,NULL,43,50,48,58
373BPR0470,NULL,NULL,5,18,18,17
373BPR0475,NULL,NULL,16,20,14,24
376BPR0145,NULL,NULL,3,7,8,7
376BPR0150,NULL,NULL,1,5,8,11
376BPR0155,NULL,NULL,14,18,23,24
376BPR0160,NULL,NULL,19,28,22,25
376BPR0165,NULL,NULL,5,13,19,6
376BPR0170,NULL,NULL,16,20,28,30
376BPR0180,NULL,NULL,21,42,50,40
376BPR0185,NULL,NULL,35,50,73,44
376BPR0190,NULL,NULL,1,6,5,9
376BPR0193,NULL,NULL,16,25,26,25
376BPR0195,NULL,NULL,9,23,15,17
376BPR0199,NULL,NULL,17,52,46,39
376BPR0203,NULL,NULL,15,22,24,26
376BPR0204,NULL,NULL,50,113,119,120
376BPR0205,NULL,NULL,28,61,66,75
376BPR0206,NULL,NULL,114,381,361,353
376BPR0207,NULL,NULL,205,453,437,456
376BPR0209,NULL,NULL,65,142,138,133
376BPR0210,NULL,NULL,149,253,232,229
376BPR0215,NULL,NULL,12,22,42,27
376BPR0217,NULL,NULL,12,23,21,24
376BPR0220,NULL,NULL,11,22,37,20
376BPR0225,NULL,NULL,31,70,98,73
376BPR0230,NULL,NULL,30,53,50,57
376BPR0265,NULL,NULL,25,50,45,34
